id,descripcion,descripcion_equivalente,cbarras,cbarras_equivalente,cantidad_equivalente
929,IRBESARTAN-HIDROCLOROTIAZIDA ULTRA CAJA CON 14 TABLETAS 150 MG/12.5 MG,IRBESARTAN-HIDROCLOROTIAZIDA ULTRA CAJA CON 14 TABLETAS 150 MG/12.5 MG,7502216803183,7502216803183,1
930,IRBESARTAN-HIDROCLOROTIAZIDA ULTRA CAJA CON 14 TABLETAS 150 MG/12.5 MG,CO APROVEL CAJA CON 14 TABLETAS 150 MG/12.5 MG,7502216803183,7501328979113,1
931,IRBESARTAN-HIDROCLOROTIAZIDA ULTRA CAJA CON 14 TABLETAS 150 MG/12.5 MG,CO APROVEL 150MG 12.5M TAB C28,7502216803183,7501328979267,2
932,CO APROVEL CAJA CON 14 TABLETAS 300 MG/12.5 MG,CO APROVEL CAJA CON 14 TABLETAS 300 MG/12.5 MG,7501328979120,7501328979120,1
933,CO APROVEL CAJA CON 14 TABLETAS 300 MG/12.5 MG,CO APROVEL 300MG/12.5MG TABC28,7501328979120,7501328979274,2
934,ICADEN V CAJA CON 1 OVULO 600 MG,ICADEN V CAJA CON 1 OVULO 600 MG,7501303436501,7501303436501,1
935,ZOLMIC TUBO CREMA VAGINAL 40 G 1G/100G,ZOLMIC TUBO CREMA VAGINAL 40 G 1G/100G,785118753702,785118753702,1
936,ZOLMIC TUBO CREMA VAGINAL 40 G 1G/100G,ICADEN TUBO CREMA VAGINAL 40 G 1G/100G,785118753702,7501303435504,1
937,RIFATER CAJA CON 24 GRAGEAS 75/150/400 MG,RIFATER CAJA CON 24 GRAGEAS 75/150/400 MG,7501061019206,7501061019206,1
938,DEBISOR CAJA CON 20 TABLETAS 10 MG,DEBISOR CAJA CON 20 TABLETAS 10 MG,7501075711011,7501075711011,1
939,DEBISOR CAJA CON 20 TABLETAS 10 MG,ISORBID 10 MG TAB 40,7501075711011,7501089802965,2
940,ISORBID AP CAJA CON 40 CAPSULAS LIBERACION PROLONGADA 40 MG,ISORBID AP CAJA CON 40 CAPSULAS LIBERACION PROLONGADA 40 MG,7501089803054,7501089803054,1
941,ISORBID CAJA CON 40 TABLETAS SUBLINGUAL 5 MG,ISORBID CAJA CON 40 TABLETAS SUBLINGUAL 5 MG,7501089802958,7501089802958,1
942,ISOKET FRASCO SOLUCION ATOMIZADOR 18.8 ML 2.51G/100 ML,ISOKET FRASCO SOLUCION ATOMIZADOR 18.8 ML 2.51G/100 ML,7501285600440,7501285600440,1
943,IMDUR CAJA CON 20 TABLETAS DE LIBERACION PROLONGADA 60 MG,IMDUR CAJA CON 20 TABLETAS DE LIBERACION PROLONGADA 60 MG,7501098610841,7501098610841,1
944,ANDANTOL TUBO JALEA 25 G 0.75 G / 100 G,ANDANTOL TUBO JALEA 25 G 0.75 G / 100 G,7501070613044,7501070613044,1
945,NEOTREX CAJA CON 30 CAPSULAS 20 MG,NEOTREX CAJA CON 30 CAPSULAS 20 MG,7501258205818,7501258205818,1
946,ITRACONAZOL ULTRA CAJA CON 15 CAPSULAS 100 MG,ITRACONAZOL ULTRA CAJA CON 15 CAPSULAS 100 MG,7502216793392,7502216793392,1
947,ITRACONAZOL ULTRA CAJA CON 15 CAPSULAS 100 MG,Z-FIN CAJA CON 15 CAPSULAS 100 MG,7502216793392,7502216790377,1
948,ITRACONAZOL ULTRA CAJA CON 15 CAPSULAS 100 MG,SOLMAVIN CAP.100 MG.C/15 (Itraconazol),7502216793392,785120753943,1
949,ITRACONAZOL ULTRA CAJA CON 15 CAPSULAS 100 MG,LOZARTIL 100MG C/15 CAP,7502216793392,7501075717174,1
950,SEPIA CAJA CON 16 CAPSULAS 33.3/166.6 MG,SEPIA CAJA CON 16 CAPSULAS 33.3/166.6 MG,7503003738671,7503003738671,1
951,SEPIA CAJA CON 16 CAPSULAS 33.3/166.6 MG,GITRASEK 33.3/166.6MG CAP C12,7503003738671,7501088509902,1
952,IVEXTERM CAJA 2 TABLETAS 6 MG,IVEXTERM CAJA 2 TABLETAS 6 MG,7501122969808,7501122969808,1
953,SUFREXAL TUBO GEL 78 G 2%,SUFREXAL TUBO GEL 78 G 2%,7501109901487,7501109901487,1
954,SUFREXAL COMBI CAJA CON 10 OVULOS 36/500/100 MG,SUFREXAL COMBI CAJA CON 10 OVULOS 36/500/100 MG,7501109904440,7501109904440,1
955,TINIASIL CAJA CON 5 OVULOS 400 MG,TINIASIL CAJA CON 5 OVULOS 400 MG,7502211782537,7502211782537,1
956,TINIASIL CAJA CON 5 OVULOS 400 MG,TINIAZOL CAJA CON 5 OVULOS 400 MG,7502211782537,7501836000538,1
957,TINIAZOL FRASCO SHAMPOO 120 ML 20 MG / ML,TINIAZOL FRASCO SHAMPOO 120 ML 20 MG / ML,7501836000927,7501836000927,1
958,TINIAZOL FRASCO SHAMPOO 120 ML 20 MG / ML,MEDICASP SH 130ML,7501836000927,650240007019,1
959,CONAZOL TUBO CREMA 40 G 2G/100G,CONAZOL TUBO CREMA 40 G 2G/100G,7501299303061,7501299303061,1
960,CONAZOL TUBO CREMA 40 G 2G/100G,EUROLAT TUBO CREMA 40 G 2G/100G,7501299303061,785118753382,1
961,CONAZOL TUBO CREMA 40 G 2G/100G,ONOFIN-K CREMA 30GR (Ketoconazol),7501299303061,7502003385519,1
962,CONAZOL TUBO CREMA 40 G 2G/100G,GM KETOCONAZOL 2G 30G CRA,7501299303061,7501075713190,0.5
963,CONAZOL TUBO CREMA 40 G 2G/100G,CONAZOL CRA 30G + 33%,7501299303061,7501299303290,1
964,MAVIDOL CAJA CON 10 TABLETAS 10 MG,MAVIDOL CAJA CON 10 TABLETAS 10 MG,785120754766,785120754766,1
965,MAVIDOL CAJA CON 10 TABLETAS 10 MG,GESILAC-I 30MG/1ML (KETEROLACO TROMETAMINA),785120754766,7501471888041,1
966,MAVIDOL CAJA CON 10 TABLETAS 10 MG,G KETOROLACO 10MG 10 TAB,785120754766,7502216801196,1
967,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,7501349024458,7501349024458,1
968,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,MAVIDOL CAJA CON 3 AMPULAS 1ML 30 MG,7501349024458,785120754773,1
969,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,KETOROL/TROMET INY 3 AMP 1 ML,7501349024458,7501349023581,1
970,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,GLICIMA 30MG 1ML AMP C3,7501349024458,7501188801531,1
971,KETOROLACO AMSA CAJA CON 3 AMPULAS 1ML 30 MG,KETOROLACO 30MG/1ML,7501349024458,7501349024267,1
972,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,7502009740664,7502009740664,1
973,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,TOLORAN 30MG SUBL TAB C/4 (Ketorolaco),7502009740664,7502003387636,1
974,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,MAVIDOL SL 30MG C/4 TAB SUB (Ketorolaco),7502009740664,785120754759,1
975,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,dolac tab 30 mg c 4 tab,7502009740664,7501300407023,1
976,LOROTEC F CAJA CON 4 TABLETAS SUBLINGUALES 30MG,LOROTEC F 30MG C/6 TBS,7502009740664,7502009746154,1
977,KERAFFLER FRASCO SOLUCION 120 ML 20 MG,KERAFFLER FRASCO SOLUCION 120 ML 20 MG,7502211780229,7502211780229,1
978,ASMARAL-K CAJA CON 30 TABLETAS 1 MG,ASMARAL-K CAJA CON 30 TABLETAS 1 MG,7501258200288,7501258200288,1
979,HEPA-MERZ CAJA CON 30 SOBRES DE 3 G,HEPA-MERZ CAJA CON 30 SOBRES DE 3 G,4046222301613,4046222301613,1
980,VIMPAT ENVASE CON 14 TABLETAS 50 MG,VIMPAT ENVASE CON 14 TABLETAS 50 MG,7501088506680,7501088506680,1
981,VIMPAT ENVASE CON 28 TABLETAS 100 MG,VIMPAT ENVASE CON 28 TABLETAS 100 MG,7501088506727,7501088506727,1
982,VIMPAT ENVASE CON 28 TABLETAS 150 MG,VIMPAT ENVASE CON 28 TABLETAS 150 MG,7501088506758,7501088506758,1
983,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,7501471887952,7501471887952,1
984,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,VAN-CAL 500MG C12 CPR ( CALCIO ),7501471887952,7502215781123,1
985,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,CALCIUM 500MG CPR EFERV C12,7501471887952,7501124850708,1
986,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,CALCIO COMP. EFERVECENTES CON 12/500MG,7501471887952,7501349021235,1
987,CALCIDEF CAJA CON 12 COMPRIMIDOS EFERVESCENTES 500MG,LAL CALCIO T 12 500MG EFERV,7501471887952,7501384504939,1
988,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,7502223112223,7502223112223,1
989,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,QUIMTULAC FRASCO JARABE 125 ML 66.66 G/100 ML,7502223112223,7502223112230,1
990,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,LACTULOSA 10G JBE 125ML,7502223112223,7502223388703,1
991,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,QUIMTULAC FRASCO JARABE ,7502223112223,7502223112261,1
992,QUIMTULAC FRASCO JARABE 125 ML 66.66 G / 100 ML,OPPELVER JARABE 10G/15ML CAJA CON FCO CON 125ML Y VASO,7502223112223,7502009745584,1
993,LAMIVUDINA CAJA CON 60 TABLETAS 150MG ULTRA,LAMIVUDINA CAJA CON 60 TABLETAS 150MG ULTRA,7502216798168,7502216798168,1
994,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,7501384544003,7501384544003,1
995,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,PROTALGINE CAJA CON 28 TABLETAS DISPERSABLES 100 MG,7501384544003,7502213142100,1
996,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,XIMOLATRIM CAJA CON 28 TABLETAS DISPERSABLES 100 MG,7501384544003,7502209850392,1
997,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,LAMOTRIGINA ELI 100MG TAB C28,7501384544003,7502247373037,1
998,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,LAMOTRIGINA 100MG 28 TAB AMSA,7501384544003,7501349020474,1
999,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 100 MG,LAMOTRIGINA 100 MG C/28 TAB,7501384544003,7501349020085,1
1000,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 25 MG,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 25 MG,7501384543990,7501384543990,1
1001,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 25 MG,PROTALGINE CAJA CON 28 TABLETAS DISPERSABLES 25 MG,7501384543990,7502213142131,1
1002,LAMOTRIGINA PSICOFARMA CAJA CON 28 TABLETAS DISPERSABLES 25 MG,XIMOLATRIM CAJA CON 28 TABLETAS DISPERSABLES 25 MG,7501384543990,7502209851818,1
1003,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,75049690,75049690,1
1004,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,75049690,7503000998108,1
1005,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,XALATAN FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,75049690,300092960016,1
1006,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,GAAP OFT 0.005% SOL 3ML,75049690,736085402346,1
1007,LATANOPROST EXAKTA FRASCO GOTAS OFTALMICAS SOLUCION 2.5ML  50MCG/ML,LATANOPROST SOL FCO 2.5 ML R,75049690,7501349029644,1
1008,XALACOM FRASCO GOTAS OFTALMICAS  SOLUCION 2.5 ML 50 MCG/6.83 MG/ML,XALACOM FRASCO GOTAS OFTALMICAS  SOLUCION 2.5 ML 50 MCG/6.83 MG/ML,300092960030,300092960030,1
1009,ZANIDIP CAJA CON 30 TABLETAS 10 MG,ZANIDIP CAJA CON 30 TABLETAS 10 MG,7501070615451,7501070615451,1
1010,ARAVA CAJA CON 3 COMPRIMIDOS 100 MG,ARAVA CAJA CON 3 COMPRIMIDOS 100 MG,7501165001879,7501165001879,1
1011,LEFLUNOMIDA ULTRA CAJA CON 30 COMPRIMIDOS 20 MG,LEFLUNOMIDA ULTRA CAJA CON 30 COMPRIMIDOS 20 MG,7502216800885,7502216800885,1
1012,LEFLUNOMIDA ULTRA CAJA CON 30 COMPRIMIDOS 20 MG,ARAVA CAJA CON 30 COMPRIMIDOS 20 MG,7502216800885,7501165001862,1
1013,LEFLUNOMIDA ULTRA CAJA CON 30 COMPRIMIDOS 20 MG,LEFLUNOMIDA 20MG CPR C30,7502216800885,7501349024007,1
1014,TRODIS CAJA 30 TABLETAS 2.5 MG,TRODIS CAJA 30 TABLETAS 2.5 MG,7502223555044,7502223555044,1
1015,TRODIS CAJA 30 TABLETAS 2.5 MG,FEMARA CAJA 30 GRAGEAS 2.5 MG,7502223555044,7501094916817,1
1016,TRODIS CAJA 30 TABLETAS 2.5 MG,BRESTAFEM 2.5MG C30,7502223555044,7501559603535,1
1017,TRODIS CAJA 30 TABLETAS 2.5 MG,ZOLSTRO 2.5MG C/30 TABS,7502223555044,7502254000544,1
1018,TRODIS CAJA 30 TABLETAS 2.5 MG,LETZ 2.5MG GRAG 30,7502223555044,7502254000940,1
1019,LUCRIN CAJA CON 1 FRASCO AMPULA DE 2.8 ML CON 5MG/ML 14 JERINGAS,LUCRIN CAJA CON 1 FRASCO AMPULA DE 2.8 ML CON 5MG/ML 14 JERINGAS,8054083005133,8054083005133,1
1020,LUCRIN CAJA CON 1 FRASCO AMPULA DE 2.8 ML CON 5MG/ML 14 JERINGAS,LUCRIN CAJA CON 1 FRASCO AMPULA DE 2.8 ML CON 5MG/ML 14 JERINGAS,8054083005133,7501033920684,1
1021,LORELIN CAJA CON 1 FRASCO AMPULA DE 2.0 ML CON 11.25MG,LORELIN CAJA CON 1 FRASCO AMPULA DE 2.0 ML CON 11.25MG,7501476076153,7501476076153,1
1022,LORELIN CAJA CON 1 FRASCO AMPULA DE 2.0 ML CON 11.25MG,LUCRIN DEPOT CAJA CON 1 FRASCO AMPULA DE 2.0 ML CON 11.25MG,7501476076153,7501033955747,1
1023,LORELIN CAJA CON 1 FRASCO AMPULA DE 2.0 ML CON 11.25MG,PRELAR DEPOT 11.25MG 1 FCO AMP 2ML,7501476076153,7501559602613,1
1024,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,7501033920677,7501033920677,1
1025,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,7501033920677,7501033955730,1
1026,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,LORELIN 3.75 MG FRASCO INYECTABLE,7501033920677,7501476028732,1
1027,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,PROSTIDE DEPOT 3.75mg (LEUPRORELINA),7501033920677,7502213141455,1
1028,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,LUCRIN DEPOT FA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,7501033920677,8054083009834,1
1029,LUCRIN DEPOT FRASCO AMPULA 2 ML 3.75 MG LIOFILIZADO DILUYENTE 2ML,PRELAR DEPOT 3.75 MG,7501033920677,7501559613831,1
1030,DECARIS CAJA CON 2 TABLETAS 50 MG,DECARIS CAJA CON 2 TABLETAS 50 MG,7501109900633,7501109900633,1
1031,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,7501349021204,7501349021204,1
1032,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,LEVETIRACETAM CAJA CON 60 TABLETAS 500 MG ULTRA,7501349021204,7502216795068,1
1033,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,LPSYRID 500MG C/60 TAB (Levetiracetam),7501349021204,7506335700620,1
1034,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,LEVETIRACETAN 500MGC/60 UITRA,7501349021204,7502216806405,1
1035,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,KORCETAV 500MG 60 TAB LANDSTEINER,7501349021204,7502247376281,1
1036,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,LEVETIRACETAM T 60 500MG,7501349021204,7501249602923,1
1037,LEVETIRACETAM AMSA CAJA CON 60 TABLETAS 500 MG,KORCETAV 500MG 60 TAB,7501349021204,7502247373990,1
1038,TAMLET-S FRASCO SOLUCION 300 ML 100 MG/ML,TAMLET-S FRASCO SOLUCION 300 ML 100 MG/ML,7501384545635,7501384545635,1
1039,TAMLET-S FRASCO SOLUCION 300 ML 100 MG/ML,KEPPRA FRASCO SOLUCION 150 ML 100 MG/ML,7501384545635,7501088507755,1
1040,TAMLET-S FRASCO SOLUCION 300 ML 100 MG/ML,KEPPRA FRASCO SOLUCION 300 ML 100 MG/ML,7501384545635,7501088507724,2
1041,SLENDER CAJA 30 CAPSULAS 120 MG,SLENDER CAJA 30 CAPSULAS 120 MG,7503017193381,7503017193381,1
1042,SLENDER CAJA 30 CAPSULAS 120 MG,VASDECOM CAJA 21 CAPSULAS 120 MG,7503017193381,7502227871942,1
1043,SLENDER CAJA 30 CAPSULAS 120 MG,ENFORMA ST CAPS 22 120 MG,7503017193381,725742762107,1
1044,SLENDER CAJA 30 CAPSULAS 120 MG,AMSAFAST 21 CAPS 120MG,7503017193381,7501349017955,1
1045,SLENDER CAJA 30 CAPSULAS 120 MG,AMSAFAST 21 CAPS 120MG,7503017193381,7501349027343,1
1046,SLENDER CAJA 30 CAPSULAS 120 MG,BELIVAG 120MG TAB C21,7503017193381,7501075718959,0.5
1047,CARDISPAN CAJA CON 20 TABLETAS MASTICABLES 1G,CARDISPAN CAJA CON 20 TABLETAS MASTICABLES 1G,7501123011209,7501123011209,1
1048,CARDISPAN FRASCO SOLUCION 120ML 10%,CARDISPAN FRASCO SOLUCION 120ML 10%,7501123010738,7501123010738,1
1049,CARDISPAN FRASCO SOLUCION 60ML 30%,CARDISPAN FRASCO SOLUCION 60ML 30%,7501123010707,7501123010707,1
1050,XUZAL CAJA CON 10 TABLETAS 5 MG,XUZAL CAJA CON 10 TABLETAS 5 MG,7501088507625,7501088507625,1
1051,XUZAL FRASCO SOLUCION INFANTIL 200 ML  50 MG/100 ML,XUZAL FRASCO SOLUCION INFANTIL 200 ML  50 MG/100 ML,7501088509117,7501088509117,1
1052,XUZAL FRASCO SOLUCION INFANTIL 200 ML  50 MG/100 ML,XUZAL FRASCO SOLUCION INFANTIL 150 ML  50 MG/100 ML,7501088509117,7501088506871,1
1053,MADOPAR FRASCO 100 TABLETAS 100/25 MG,MADOPAR FRASCO 100 TABLETAS 100/25 MG,7501009005414,7501009005414,1
1054,MADOPAR FRASCO 100 TABLETAS 100/25 MG,MADOPAR 125MG CAP 30,7501009005414,7501009005407,0.33
1055,CLOISONE CAJA CON 100 TABLETAS 250/25 MG,CLOISONE CAJA CON 100 TABLETAS 250/25 MG,7501384541248,7501384541248,1
1056,CLOISONE CAJA CON 100 TABLETAS 250/25 MG,CLOISONE 250MG TAB C30,7501384541248,7501384541217,0.25
1057,STALEVO CAJA CON 30 TABLETAS 100/25/ 200MG,STALEVO CAJA CON 30 TABLETAS 100/25/ 200MG,7501094914882,7501094914882,1
1058,VELATUSS FRASCO SOLUCION 120 ML 600MG,VELATUSS FRASCO SOLUCION 120 ML 600MG,7502003388008,7502003388008,1
1059,CINA CAJA CON 7 TABLETAS 500 MG,CINA CAJA CON 7 TABLETAS 500 MG,7502225092479,7502225092479,1
1060,CINA CAJA CON 7 TABLETAS 500 MG,SIBOFIX CAJA CON 7 TABLETAS 500 MG,7502225092479,785120754650,1
1061,CINA CAJA CON 7 TABLETAS 500 MG,G LEVOFLOXACINO 500MG 14TAB,7502225092479,7506335700750,2
1062,CINA CAJA CON 7 TABLETAS 500 MG,LEVOFLOXACINO 500MG C/7 TAB,7502225092479,7501559601340,1
1063,CINA CAJA CON 7 TABLETAS 500 MG,SOLOFELX (LEVOFLOXACINO) 500 MG 7  TAB.,7502225092479,7506335700736,1
1064,CINA CAJA CON 7 TABLETAS 500 MG,UNIQUIN 500MG CAJA CON 7 TABLETAS,7502225092479,780083146863,1
1065,LEVOTIROXINA SODICA MERCK CAJA CON 100 TABLETAS 100 MCG,LEVOTIROXINA SODICA MERCK CAJA CON 100 TABLETAS 100 MCG,7501298204260,7501298204260,1
1066,LEVOTIROXINA SODICA MERCK CAJA CON 100 TABLETAS 100 MCG,SINTROCID CAJA CON 100 TABLETAS 100 MCG,7501298204260,780083141325,1
1067,LEVOTIROXINA SODICA MERCK CAJA CON 100 TABLETAS 100 MCG,EUTIROX 100 CAJA CON 50 TABLETAS 100 MCG,7501298204260,7501298234601,1
1068,EUTIROX CAJA CON 50 TABLETAS 75 MCG,EUTIROX CAJA CON 50 TABLETAS 75 MCG,7501298234700,7501298234700,1
1069,NOVOTIRAL CAJA CON 50 TABLETAS 100/20MCG,NOVOTIRAL CAJA CON 50 TABLETAS 100/20MCG,7501298269009,7501298269009,1
1070,PHARMACAINE FRASCO SOLUCION SPRAY 10% 115 ML,PHARMACAINE FRASCO SOLUCION SPRAY 10% 115 ML,7502223111202,7502223111202,1
1071,ZYVOXAM CAJA CON 10 TABLETAS 600 MG,ZYVOXAM CAJA CON 10 TABLETAS 600 MG,7501142940153,7501142940153,1
1072,PULMONAROM CAJA CON 10 AMPULAS (CADA CEPA 6X10 8 BACTERIAS)/3ML,PULMONAROM CAJA CON 10 AMPULAS (CADA CEPA 6X10 8 BACTERIAS)/3ML,7501159551014,7501159551014,1
1073,LUIVAC CAJA CON 28 COMPRIMIDOS (CADA CEPA 1 X 10 9 BACTERIAS)/ COMPRIMIDOS,LUIVAC CAJA CON 28 COMPRIMIDOS (CADA CEPA 1 X 10 9 BACTERIAS)/ COMPRIMIDOS,7501092765028,7501092765028,1
1074,KESIPRIL CAJA CON 30 TABLETAS 10 MG,KESIPRIL CAJA CON 30 TABLETAS 10 MG,7501493888982,7501493888982,1
1075,KESIPRIL CAJA CON 30 TABLETAS 10 MG,DOSTERIL CAJA CON 30 TABLETAS 10 MG,7501493888982,7501573925071,1
1076,KESIPRIL CAJA CON 30 TABLETAS 10 MG,GI KN LISINOPRIL 10MG TAB C30,7501493888982,7501361680861,1
1077,KESIPRIL CAJA CON 30 TABLETAS 10 MG,LISINOPRIL 10MG C/30 TAB,7501493888982,7501361605710,1
1078,ZESTORETIC CAJA CON 14 TABLETAS 20/12.5 MG,ZESTORETIC CAJA CON 14 TABLETAS 20/12.5 MG,7501324402851,7501324402851,1
1079,ZESTORETIC CAJA CON 14 TABLETAS 20/12.5 MG,ZESTORETIC C/28,7501324402851,7501324402868,0.5
1080,CARBOLIT CAJA CON 50 TABLETAS 300 MG,CARBOLIT CAJA CON 50 TABLETAS 300 MG,7501384504311,7501384504311,1
1081,CERVILAN CAJA CON 30 COMPRIMIDOS 80/0.8 MG,CERVILAN CAJA CON 30 COMPRIMIDOS 80/0.8 MG,7501165007192,7501165007192,1
1082,LOP CAJA CON 12 TABLETAS 2 MG,LOP CAJA CON 12 TABLETAS 2 MG,7502001162044,7502001162044,1
1083,LOP CAJA CON 12 TABLETAS 2 MG,LOP 2 MG C/12 TAB,7502001162044,7502001165434,1
1084,LOP CAJA CON 12 TABLETAS 2 MG,EXCLEFIN 12 TABS 2MG,7502001162044,7501573900283,1
1085,LOP CAJA CON 12 TABLETAS 2 MG,LOMOTIL 2MG|TAB|8,7502001162044,7501057002663,1
1086,LOP CAJA CON 12 TABLETAS 2 MG,TARMIN 12 TABS 2MG,7502001162044,7502208891549,0.5
1087,LOP CAJA CON 12 TABLETAS 2 MG,HURPLEX 2MG TAB C12,7502001162044,75016845,1
1088,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,7501385491566,7501385491566,1
1089,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,RINARD CAJA CON 20 TABLETAS 10 MG,7501385491566,7501504020752,2
1090,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,DIMEGAN 10 CAPS 10MG,7501385491566,7501314703753,1
1091,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,LARITOL TAB 10MG C10 (Loratadina),7501385491566,7502009740435,1
1092,LORATADINA HORMONA CAJA CON 10 TABLETAS 10 MG,HL-YSTA 10MG TAB C10,7501385491566,7502216790339,1
1093,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,7502211780915,7502211780915,1
1094,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,LORATADINA PED 5MG SOL 30ML(G),7502211780915,7501299379066,0.5
1095,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,LORATADINA 100MG/100MLSOL 30ML,7502211780915,7502001163744,0.5
1096,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,DOTAGIL JARABE 100MG/60ML,7502211780915,7502211780922,1
1097,DOTAGIL FRASCO JARABE 60 ML 5MG/5ML,LORATADINA 100MG JBE 60ML,7502211780915,7502216792470,1
1098,LARITOL FRASCO SOLUCION GOTAS PEDIATRICO 30 ML 100 MG / 100 ML,LARITOL FRASCO SOLUCION GOTAS PEDIATRICO 30 ML 100 MG / 100 ML,7502009740312,7502009740312,1
1099,LARITOL FRASCO SOLUCION GOTAS PEDIATRICO 30 ML 100 MG / 100 ML,SENSIBIT PED SOL GTS 30ML,7502009740312,7501299301364,1
1100,DIMEGAN-D CAJA CON 10 CAPSULAS  5 / 20 MG,DIMEGAN-D CAJA CON 10 CAPSULAS  5 / 20 MG,7501314703616,7501314703616,1
1101,SENSIBIT-RIN FRASCO SOLUCION 60 ML 1/ 4 MG,SENSIBIT-RIN FRASCO SOLUCION 60 ML 1/ 4 MG,7501299307878,7501299307878,1
